layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
3,Embedding,0.12056013853637182,768,1024,1.3333333333333333,1.4285312507081196,3.00289768261635,0.161766081958007,True,126.49911815856889,embedding,3.0476908215471994,2.2307759219771905,2.1020874980003557,transformer.wpe,768,170.12804914079888,768,14,0,1,0.11452979426253654,126.49911815856889,1.344895139328484,success,11.24718267650032,0.005561600444110555,over-trained,0,126.49911815856889,0.12551516121405432
8,Linear,0.05329931483172767,768,2304,3.0,2.572312450356624,8.549191388883763,0.6799193217967497,True,2106.411108041924,dense,8.55979733776265,3.870006891957686,3.3235431363318666,transformer.h.0.attn.c_attn,768,7413.220054829812,768,114,0,1,0.14726055323772608,2106.411108041924,3.519360502101125,success,45.895654566003564,0.24152344380601423,,0,2106.411108041924,13.062312389713044
9,Linear,0.05113530283569856,768,768,1.0,3.2280694216642125,1.8689384024402387,0.7775612654145964,True,3.7928419781484264,dense,1.9947281572482456,1.7850086848828592,0.5789647489912774,transformer.h.0.attn.c_proj,768,60.95490866869692,768,27,0,1,0.42879216012366894,3.7928419781484264,16.071038292624475,success,1.9475220096698334,5.460696201277705e-06,,8,3.7928419781484264,0.5217806782267727
12,Linear,0.07345826117057963,768,3072,4.0,6.424998724631186,11.377576258207418,0.9666802193842248,True,58.99692023221645,dense,11.377794017819744,3.4666484153107775,1.770829341115632,transformer.h.0.mlp.c_fc,768,2928.5214900449646,768,115,0,1,0.505883739541615,58.99692023221645,49.638548563519535,success,7.680945269445451,0.21473488730955118,under-trained,0,58.99692023221645,6.481274554392759
14,Linear,0.03956155060450228,768,3072,4.0,6.725576098976364,7.39199172699682,0.9689065569561884,True,12.562809445344959,dense,7.557808879326277,3.225928771034209,1.099086772376553,transformer.h.0.mlp.c_proj,768,1682.3981070579282,768,85,0,1,0.621025922213249,12.562809445344959,133.91893862414082,success,3.544405372604121,0.15607550899862682,under-trained,0,12.562809445344959,3.9877898711789967
18,Linear,0.059967045332259605,768,2304,3.0,3.2573337845885226,6.569404832129822,0.905373431705772,True,103.94517027133323,dense,6.6868045591173635,3.421046485602014,2.0168043149927577,transformer.h.1.attn.c_attn,768,2636.613586073582,768,143,0,1,0.18876773412812195,103.94517027133323,25.365426591645374,success,10.19535042415577,0.33254684140182444,,0,103.94517027133323,5.694591170870641
19,Linear,0.06609289138653529,768,768,1.0,6.86765924724388,5.671452767391161,0.8770361532027958,True,6.696075635804001,dense,5.7613306056219775,2.5859368145755037,0.8258203506044975,transformer.h.1.attn.c_proj,768,385.42227856980253,768,13,0,1,1.6273958679144804,6.696075635804001,57.559427272437716,success,2.5876776529938965,0.0003923488801430765,under-trained,2,6.696075635804001,3.096504928920252
22,Linear,0.024512524475676922,768,3072,4.0,3.524320894395733,7.433578458393796,0.9342068032552361,True,128.59465994227665,dense,7.455237608433597,3.501119117208179,2.109222934328836,transformer.h.1.mlp.c_fc,768,3170.4369233395355,768,43,0,1,0.3849553274560712,128.59465994227665,24.65449906522305,success,11.339958551171016,0.23844802928216693,,0,128.59465994227665,10.69424354736834
24,Linear,0.02398589536690976,768,3072,4.0,3.3410916463420524,4.150406617223895,0.9516699150074974,True,17.467497943091107,dense,5.063840618412565,3.2459252094751125,1.2422307007854485,transformer.h.1.mlp.c_proj,768,1761.6726399154625,768,143,0,1,0.19577191839478872,17.467497943091107,100.85432073070626,success,4.179413588422556,0.08111052443656704,,0,17.467497943091107,3.3878970348602304
28,Linear,0.04902443861689057,768,2304,3.0,3.220891588112209,5.151832562170213,0.9197818401410542,True,39.76537776640494,dense,5.8616419939046915,3.402237283289883,1.5995051125547957,transformer.h.2.attn.c_attn,768,2524.859890683917,768,67,0,1,0.27132509129526083,39.76537776640494,63.49392442631337,success,6.305979524737211,0.3769271344647766,,0,39.76537776640494,8.212761466766002
29,Linear,0.06136723520697873,768,768,1.0,4.2036172934931795,3.574520891225686,0.8946650172567135,True,7.085068199961799,dense,4.0069229037666165,2.595974391495302,0.8503440350668273,transformer.h.2.attn.c_proj,768,394.4340432859548,768,23,0,1,0.6680003828158421,7.085068199961799,55.671170997066966,success,2.6617791418451304,0.00046860577209457044,,1,7.085068199961799,2.430080058992719
32,Linear,0.015711514864628517,768,3072,4.0,3.486664768573054,7.199820078626024,0.9437365634097938,True,116.13391897203944,dense,7.222654187953096,3.4956019307852033,2.0649590816763865,transformer.h.2.mlp.c_fc,768,3130.4151072561053,768,119,0,1,0.22795218559639235,116.13391897203944,26.955218035910665,success,10.776544853153975,0.25381088877261854,,0,116.13391897203944,6.474081124314331
34,Linear,0.03974742609719456,768,3072,4.0,3.660204493193023,4.75515721476306,0.9571337231824169,True,19.91364203217819,dense,5.282878373279173,3.244920043972103,1.299150695980607,transformer.h.2.mlp.c_proj,768,1757.6000002414003,768,130,0,1,0.23331536837515324,19.91364203217819,88.26110248448364,success,4.462470395664064,0.10481240884105122,,0,19.91364203217819,3.6272191003575482
38,Linear,0.03979000947842254,768,2304,3.0,3.5416190282666875,6.13827524118311,0.9254275361076261,True,54.09827047097515,dense,6.574718448587665,3.422992717003092,1.733183380875175,transformer.h.3.attn.c_attn,768,2648.455724373064,768,35,0,1,0.42961202712770974,54.09827047097515,48.956384396688165,success,7.355152647700464,0.45429537119586905,,0,54.09827047097515,11.26023881867157
39,Linear,0.03492156048272821,768,768,1.0,3.8134466942465624,2.9406523056060356,0.8903049689247599,True,5.903739095874022,dense,3.5102242705028077,2.564921055243651,0.7711271564494838,transformer.h.3.attn.c_proj,768,367.2155430839833,768,61,0,1,0.3602249365888502,5.903739095874022,62.200503294703715,success,2.429761119096695,0.0006863720542643381,,1,5.903739095874022,1.4418654080382827
42,Linear,0.024088461464409794,768,3072,4.0,3.3005070924546955,7.749725645751859,0.9184749977356836,True,222.86450266582023,dense,7.775825645984579,3.499700180108073,2.348040900584199,transformer.h.3.mlp.c_fc,768,3160.0953009839586,768,133,0,1,0.19947926348284128,222.86450266582023,14.17944653896921,success,14.92864704739918,0.24997594037158402,,0,222.86450266582023,5.871582342073008
44,Linear,0.039695941377416666,768,3072,4.0,3.3842329534650424,4.329886853321186,0.9539947939093456,True,19.029584952289262,dense,5.111829790092148,3.260796743010417,1.2794293161432368,transformer.h.3.mlp.c_proj,768,1823.0422887320678,768,147,0,1,0.1966482196419741,19.029584952289262,95.80042304142611,success,4.362291250282271,0.09420331639803631,,0,19.029584952289262,3.503993933263861
48,Linear,0.056121475428622836,768,2304,3.0,2.8513786991112777,4.470582570339913,0.9255346622824843,True,36.971494057224234,dense,5.334942611687096,3.405919381409056,1.5678670012276208,transformer.h.4.attn.c_attn,768,2546.357525394153,768,135,0,1,0.15934130820402514,36.971494057224234,68.87353595862038,success,6.080418904748606,0.5060788724315294,,0,36.971494057224234,5.240126557822722
49,Linear,0.0807173394058458,768,768,1.0,2.367345961584196,2.1243742878691374,0.8798653573240826,True,7.895240637518649,dense,3.210672731338547,2.694107668850434,0.8973653713239,transformer.h.4.attn.c_proj,768,494.433250048266,768,194,0,1,0.09816971887723899,7.895240637518649,62.6242153657344,success,2.8098470843657397,0.0011808144687313856,,0,7.895240637518649,0.7786393118727467
52,Linear,0.019039655547849033,768,3072,4.0,3.5841857844407845,7.231775951223354,0.9467705409056171,True,104.15737781275813,dense,7.2533406367426885,3.47278812733905,2.0176900378928537,transformer.h.4.mlp.c_fc,768,2970.216643683394,768,103,0,1,0.2546273913625466,104.15737781275813,28.51662269208524,success,10.205752192403954,0.2571936723136473,,0,104.15737781275813,6.528740751281133
54,Linear,0.05383353823271819,768,3072,4.0,3.510075279049,4.407183296722444,0.9561299673174342,True,18.012784296908507,dense,5.2435528717572595,3.2857316279526088,1.2555808483732864,transformer.h.4.mlp.c_proj,768,1930.7748270045993,768,134,0,1,0.21683747794027528,18.012784296908507,107.18913829085123,success,4.244147063534498,0.13908643620581498,,0,18.012784296908507,3.9361992378035833
58,Linear,0.040195234404727276,768,2304,3.0,2.9196476453725433,5.13226509650666,0.9213179612183502,True,57.25812867491572,dense,5.767172737063206,3.4625029709979986,1.7578371501920704,transformer.h.5.attn.c_attn,768,2900.7010422506305,768,90,0,1,0.20234862881188084,57.25812867491572,50.66007411313465,success,7.566910114103095,0.5799912489290352,,0,57.25812867491572,7.356270427906039
59,Linear,0.03583778812023597,768,768,1.0,5.0447003089530975,4.289519569771253,0.9017361852695379,True,7.084385085878108,dense,4.530404117287116,2.6778708880561655,0.8503021601022394,transformer.h.5.attn.c_proj,768,476.289369099802,768,29,0,1,0.7510819916958716,7.084385085878108,67.23086948636221,success,2.6616508196752835,0.0016455815404154259,,0,7.084385085878108,2.3393320926827585
62,Linear,0.031237917261409454,768,3072,4.0,3.898406275488594,7.74293625287877,0.9445750703635535,True,96.8679072011001,dense,7.774890406005313,3.48431625819663,1.9861799170504193,transformer.h.5.mlp.c_fc,768,3050.115309866309,768,44,0,1,0.436951186627597,96.8679072011001,31.487366641814575,success,9.842149521374896,0.2641252346586971,,0,96.8679072011001,9.990203242065078
64,Linear,0.03918501722569978,768,3072,4.0,3.3361437309725646,4.7897369435600154,0.9513426169705158,True,27.271599334706977,dense,5.173909063464201,3.24280435994655,1.4357106077572066,transformer.h.5.mlp.c_proj,768,1749.0585989361812,768,162,0,1,0.18354478599968244,27.271599334706977,64.13480109728131,success,5.222221685710688,0.1330098084573539,,0,27.271599334706977,3.195975490755811
68,Linear,0.04527134983493586,768,2304,3.0,3.85505670425771,6.083661182966704,0.9294938684024598,True,37.852887477027515,dense,6.566762873870341,3.3996492782427783,1.578099013757078,transformer.h.6.attn.c_attn,768,2509.858734558968,768,47,0,1,0.4164528218925578,37.852887477027515,66.30560841843763,success,6.152470030567196,0.46457316276690214,,0,37.852887477027515,9.54977441441879
69,Linear,0.08543739597383976,768,768,1.0,3.2370366681208274,2.4971093096741996,0.8841026110863968,True,5.907698129571196,dense,3.5044787306349714,2.674361108756427,0.771418295710511,transformer.h.6.attn.c_proj,768,472.4557171883934,768,103,0,1,0.22042177254265502,5.907698129571196,79.97289415034584,success,2.4305756786348365,0.00017477888484749917,,2,5.907698129571196,1.4677849361881041
72,Linear,0.01603271406687401,768,3072,4.0,3.8643457943008976,7.488853650023181,0.9484854349630898,True,86.68335148503063,dense,7.508568890297115,3.4487893697762386,1.937935694333482,transformer.h.6.mlp.c_fc,768,2810.537405983081,768,80,0,1,0.32024359535612185,86.68335148503063,32.42303577138954,success,9.310389437882318,0.21973210487772363,,0,86.68335148503063,7.060799128481012
74,Linear,0.043714931245554534,768,3072,4.0,5.033336658341188,6.92674388111558,0.9567448569696456,True,23.7778931923389,dense,7.128601990066751,3.3046425462331004,1.3761733719195315,transformer.h.6.mlp.c_proj,768,2016.7057949643713,768,22,0,1,0.8599102648616852,23.7778931923389,84.81431801595198,success,4.876258113793701,0.13292193756153928,,0,23.7778931923389,8.28465193300418
78,Linear,0.034723539786140456,768,2304,3.0,3.867518769616362,5.934414709145729,0.9379687057827024,True,34.231370059276664,dense,6.439856747885526,3.394088073624043,1.5344242814713973,transformer.h.7.attn.c_attn,768,2477.924522375966,768,69,0,1,0.34520869331972104,34.231370059276664,72.38753570438678,success,5.85075807560667,0.5139098499947345,,0,34.231370059276664,7.627663981525454
79,Linear,0.04517631589065496,768,768,1.0,6.384986855485141,5.681933397291082,0.8929915320896239,True,7.760498150714226,dense,5.8934073332013925,2.7811670225534195,0.8898895997585198,transformer.h.7.attn.c_proj,768,604.1809428087731,768,21,0,1,1.1751004705525183,7.760498150714226,77.85337114643448,success,2.7857670668442878,0.0008801757510286014,under-trained,1,7.760498150714226,3.495363199495118
82,Linear,0.016008574943201848,768,3072,4.0,3.699176521887371,7.190269838159601,0.9484816346100312,True,87.8514181269259,dense,7.220287752370633,3.4573128677219924,1.9437487764144399,transformer.h.7.mlp.c_fc,768,2866.2420801638996,768,94,0,1,0.27839880120775473,87.8514181269259,32.62601949148746,success,9.372908733521623,0.2121507161744428,,0,87.8514181269259,6.646551576815464
84,Linear,0.03248116666892187,768,3072,4.0,5.144284437965445,7.020170526126892,0.9627410257699638,True,23.155514003393755,dense,7.4071665904818955,3.4003210131700494,1.3646544258550672,transformer.h.7.mlp.c_proj,768,2513.7438041993473,768,49,0,1,0.5920406339950636,23.155514003393755,108.55918827070408,success,4.812017664493113,0.13707155532871454,,0,23.155514003393755,7.479461794130691
88,Linear,0.03531613077545659,768,2304,3.0,3.2568383494178907,4.306552279149273,0.9472809486962789,True,21.004421512549424,dense,5.372276519483613,3.373552042844317,1.3223107250376742,transformer.h.8.attn.c_attn,768,2363.4806053395437,768,176,0,1,0.17011559130691223,21.004421512549424,112.5230039745415,success,4.583058096135093,0.505120706339956,,0,21.004421512549424,4.279700843886291
89,Linear,0.07288517374122216,768,768,1.0,6.872617981051965,8.251252773519575,0.8958593788259132,True,15.870777366197563,dense,8.252577995377509,2.850966487099463,1.2005981994443096,transformer.h.8.attn.c_proj,768,709.5230145813687,768,46,0,1,0.8658702828767243,15.870777366197563,44.70625465974647,success,3.983814424166563,0.001057555436770387,under-trained,0,15.870777366197563,3.2174818911324934
92,Linear,0.024258363113104087,768,3072,4.0,3.5537622905076205,6.868987753954083,0.9446833338269863,True,85.67964607570121,dense,6.916747435342282,3.465993008200564,1.9328776638498562,transformer.h.8.mlp.c_fc,768,2924.1053016698525,768,105,0,1,0.24922168055996002,85.67964607570121,34.1283541144217,success,9.25633005438447,0.12287365100449521,,0,85.67964607570121,6.590310927326078
94,Linear,0.038914307550846905,768,3072,4.0,5.787864852665441,7.760935125899218,0.9686904665189519,True,21.922888698281366,dense,8.222107313003578,3.511251520653283,1.3408977789668213,transformer.h.8.mlp.c_proj,768,3245.2751229918395,768,78,0,1,0.5421189415261177,21.922888698281366,148.03136428121587,success,4.682188451811969,0.14393190665963207,,0,21.922888698281366,8.127154037090786
98,Linear,0.044805055991137044,768,2304,3.0,3.43687456840187,5.217570008991758,0.9440167092336441,True,32.969682094778214,dense,5.721908501298126,3.3747991532230825,1.518114759543844,transformer.h.9.attn.c_attn,768,2370.277277615746,768,130,0,1,0.21372803822622158,32.969682094778214,71.89263368697006,success,5.741923205231695,0.5222420187371137,,0,32.969682094778214,5.137879635186021
99,Linear,0.04272511307067939,768,768,1.0,4.184366807489106,5.332575999387843,0.890899905059764,True,18.810681338998613,dense,5.444130832473405,2.890142449505162,1.2744045263535915,transformer.h.9.attn.c_proj,768,776.5017690795557,768,75,0,1,0.36769900670046884,18.810681338998613,41.279832191389026,success,4.337128236402356,0.0008084523269665776,,1,18.810681338998613,2.830508066015249
102,Linear,0.026678476650061955,768,3072,4.0,3.504339169601981,6.682633274859676,0.9467178041156252,True,80.71599696533738,dense,6.748304668249377,3.4733769069236953,1.9069596153327482,transformer.h.9.mlp.c_fc,768,2974.2461420303525,768,129,0,1,0.22049476916228244,80.71599696533738,36.8482860133365,success,8.984208199131261,0.13427698097061047,,0,80.71599696533738,6.089428793880984
104,Linear,0.036087627490734686,768,3072,4.0,6.5797782269701734,9.424592246804982,0.9699866209008745,True,27.06182793752949,dense,9.796084585793968,3.6128043744063736,1.4323571284171952,transformer.h.9.mlp.c_proj,768,4100.193703825129,768,40,0,1,0.8822404017920854,27.06182793752949,151.51207498954489,success,5.202098416747754,0.15857444880184413,under-trained,0,27.06182793752949,11.757048904337255
108,Linear,0.03427123326454784,768,2304,3.0,5.7548839335209365,8.03834516961429,0.9393529832242696,True,24.9336966064914,dense,8.362564988564738,3.394201159081275,1.396786670673355,transformer.h.10.attn.c_attn,768,2478.5698303989093,768,48,0,1,0.6863083797459348,24.9336966064914,99.40643256859164,success,4.993365258669888,0.41100888675059366,,0,24.9336966064914,9.215714278543059
109,Linear,0.07735998288829049,768,768,1.0,6.055083068508165,8.976412065150416,0.8960422487399367,True,30.37098982106609,dense,8.977915345810272,3.0311173604895965,1.4824589462423345,transformer.h.10.attn.c_proj,768,1074.2796784178909,768,42,0,1,0.7800162518074608,30.37098982106609,35.3719020929882,success,5.510988098432629,0.0003741767308880943,under-trained,1,30.37098982106609,4.94953156931762
112,Linear,0.02424618537259693,768,3072,4.0,3.496415903711876,6.450404336915661,0.9457268452114882,True,69.96194214298897,dense,6.575445022900245,3.4839958231561505,1.8448618569855386,transformer.h.10.mlp.c_fc,768,3047.8656765218902,768,103,0,1,0.24597916804022843,69.96194214298897,43.564623610542846,success,8.364325564143769,0.14071462981674973,,0,69.96194214298897,6.9777699887933835
114,Linear,0.03005244224205128,768,3072,4.0,7.043802285288953,10.480532678155782,0.9737741113509442,True,30.75448173093799,dense,10.674591082229899,3.6708922978495004,1.4879084127679838,transformer.h.10.mlp.c_proj,768,4686.9713395148265,768,61,0,1,0.773829587539704,30.75448173093799,152.39962033890782,success,5.545672342551261,0.1745884162554276,under-trained,0,30.75448173093799,11.833621667938502
118,Linear,0.03359180943571538,768,2304,3.0,4.131916914540831,6.00574898151569,0.945115469862775,True,28.4120044964194,dense,6.577367708741902,3.3945740985183326,1.4535018747304826,transformer.h.11.attn.c_attn,768,2480.699153872527,768,83,0,1,0.3437725424737686,28.4120044964194,87.3116556836092,success,5.3302912206013096,0.4611162804856603,,0,28.4120044964194,6.906153894639874
119,Linear,0.06308609419933298,768,768,1.0,3.0934749213093005,5.8792157354685735,0.8367868250107269,True,79.52827170639549,dense,6.040894486699434,2.9577409990147294,1.9005215445484265,transformer.h.11.attn.c_proj,768,907.2792930128211,768,131,0,1,0.18290775312660829,79.52827170639549,11.408261157269179,success,8.917862507708643,0.0012751819797097814,,0,79.52827170639549,1.948811356247025
122,Linear,0.01704300173939821,768,3072,4.0,3.5464557389876497,6.290825272766641,0.9499169720808787,True,59.40656261410902,dense,6.489534007348888,3.4827926334760217,1.7738344239317598,transformer.h.11.mlp.c_fc,768,3039.433413316511,768,119,0,1,0.23343321486788418,59.40656261410902,51.163260077172815,success,7.707565284453257,0.37413281647265073,,0,59.40656261410902,6.464716244509146
124,Linear,0.027706002266761953,768,3072,4.0,4.434040281412871,8.102338873084365,0.9644289682628898,True,67.18987746365005,dense,8.215579471867535,3.6559888652704253,1.8273038490535816,transformer.h.11.mlp.c_proj,768,4528.859683643511,768,113,0,1,0.3230473355594969,67.18987746365005,67.40389854250947,success,8.196943178017648,0.21693365518263177,,0,67.18987746365005,9.676853128128679
